"ticket_id","customer_id","order_id","category","priority","status","created_at","resolved_at","ticket_text"
"TKT_005105","CUST_01335","ORD_014441","Delivery Issue","Low","Resolved","2024-11-20T20:01:46","2024-11-22T12:01:46","My delivery for ORD_014441 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_005106","CUST_02209","ORD_027577","Delivery Issue","Low","Resolved","2024-08-21T12:48:54","2024-08-23T03:48:54","The tracking for ORD_027577 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005107","CUST_04905","ORD_045460","Product Quality","Medium","Resolved","2024-08-11T03:26:17","2024-08-11T20:26:17","The item I received for order ORD_045460 doesn't match the description on the website. The colour is different and the build quality is much worse than expected."
"TKT_005108","CUST_03257","ORD_014257","Delivery Issue","Medium","Resolved","2024-05-29T20:31:48","2024-05-30T01:31:48","My order ORD_014257 was supposed to arrive 10 days ago but I still haven't received it. The tracking number shows it's stuck in transit."
"TKT_005109","CUST_01824","ORD_020998","Technical Support","Low","Resolved","2024-10-03T15:56:38","2024-10-04T08:56:38","I'm unable to track my order ORD_020998 — the tracking page just shows a spinning loader."
"TKT_005110","CUST_00775","ORD_036871","Product Quality","Medium","Resolved","2024-12-25T03:24:57","2024-12-27T01:24:57","The sizing for order ORD_036871 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_005111","CUST_02597","ORD_029843","Technical Support","High","In Progress","2023-11-04T06:36:51","","I can't log in to my account. I've tried resetting the password multiple times but the reset email never arrives."
"TKT_005112","CUST_02740","ORD_004763","Delivery Issue","Low","Resolved","2023-11-20T12:08:27","2023-11-21T15:08:27","The tracking for ORD_004763 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005113","CUST_04336","ORD_017340","Billing","Low","Resolved","2024-12-11T17:19:19","2024-12-13T16:19:19","I was charged for order ORD_017340 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_005114","CUST_04002","ORD_024793","Delivery Issue","Low","Resolved","2024-03-11T19:35:22","2024-03-12T23:35:22","The tracking for ORD_024793 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005115","CUST_04792","ORD_011803","Delivery Issue","Medium","Resolved","2024-12-10T13:00:57","2024-12-11T01:00:57","My delivery for ORD_011803 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_005116","CUST_04118","ORD_044882","Delivery Issue","Medium","Closed","2022-12-22T21:12:21","2022-12-23T23:12:21","My delivery for ORD_044882 was left outside in the rain and the contents are damaged. I need a replacement or refund. I have been a loyal customer for years and this is very disappointing."
"TKT_005117","CUST_02686","ORD_016324","Delivery Issue","High","Resolved","2024-04-16T07:27:59","2024-04-17T22:27:59","I received a notification that ORD_016324 was out for delivery but it never arrived. This is the second time this has happened."
"TKT_005118","CUST_03212","ORD_022190","Billing","Critical","Resolved","2023-10-07T07:06:38","2023-10-09T05:06:38","I was charged for order ORD_022190 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_005119","CUST_03822","ORD_036077","Returns & Refunds","Medium","Resolved","2023-10-13T17:57:35","2023-10-13T20:57:35","I returned the item from ORD_036077 in perfect condition with original packaging but received a reduced refund without any explanation. Please resolve this as soon as possible."
"TKT_005120","CUST_04509","ORD_029865","Technical Support","Low","Resolved","2023-10-06T20:57:04","2023-10-07T17:57:04","I've been trying to cancel order ORD_029865 through the app but the cancel button is greyed out. Please cancel it manually."
"TKT_005121","CUST_01394","ORD_009643","Returns & Refunds","High","Resolved","2024-12-11T19:40:09","2024-12-13T14:40:09","I need to exchange the item in order ORD_009643 for a different size. The current one is too small."
"TKT_005122","CUST_04066","ORD_016078","Product Quality","High","Resolved","2022-12-28T03:42:50","2022-12-28T06:42:50","The item I received for order ORD_016078 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. Please resolve this as soon as possible."
"TKT_005123","CUST_03509","ORD_047936","Returns & Refunds","High","Resolved","2024-10-22T06:44:21","2024-10-23T06:44:21","I'd like to return my purchase from order ORD_047936 as it doesn't fit. I've been trying to get a prepaid return label for 13 days but haven't heard back. This is quite urgent as I need it for a gift."
"TKT_005124","CUST_01970","ORD_037727","Product Quality","Critical","Resolved","2023-03-21T12:36:55","2023-03-22T18:36:55","Order ORD_037727 was missing several components that are listed as included. Can you send the missing parts or process a refund? This is quite urgent as I need it for a gift."
"TKT_005125","CUST_04366","ORD_033594","Product Quality","Low","Closed","2024-12-10T15:30:00","2024-12-15T12:30:00","The sizing for order ORD_033594 is wildly inaccurate compared to your size guide. The item is at least two sizes smaller than stated."
"TKT_005126","CUST_01710","ORD_008711","Delivery Issue","Low","Open","2024-12-20T06:31:19","","I received a notification that ORD_008711 was out for delivery but it never arrived. This is the second time this has happened."
"TKT_005127","CUST_03753","ORD_036323","Technical Support","Low","Resolved","2024-04-28T17:48:37","2024-04-29T03:48:37","The website won't let me complete checkout. Every time I click confirm I get an error message."
"TKT_005128","CUST_04923","ORD_035064","Delivery Issue","Medium","Resolved","2023-08-28T20:04:39","2023-08-30T15:04:39","The tracking for ORD_035064 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005129","CUST_03713","ORD_018359","Returns & Refunds","High","Closed","2024-04-20T20:38:48","2024-04-23T17:38:48","I changed my mind about order ORD_018359 and would like to return it within the 30-day window. Please advise on the return procedure."
"TKT_005130","CUST_04021","ORD_041449","Technical Support","Low","Resolved","2024-12-27T05:19:12","2024-12-28T04:19:12","The website shows my last address is incorrect and I can't update it before my next delivery."
"TKT_005131","CUST_02994","ORD_020031","Delivery Issue","Critical","Resolved","2024-12-03T08:52:23","2024-12-04T06:52:23","My order ORD_020031 was supposed to arrive 10 days ago but I still haven't received it. The tracking number shows it's stuck in transit."
"TKT_005132","CUST_01300","ORD_015133","Delivery Issue","High","Resolved","2024-03-11T15:29:53","2024-03-12T08:29:53","I placed order ORD_015133 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005133","CUST_01923","ORD_018092","Product Quality","Medium","Resolved","2024-09-22T06:52:17","2024-09-22T09:52:17","The item in order ORD_018092 broke on first use. The quality control on this product seems very poor. I am happy to provide any additional details you need."
"TKT_005134","CUST_00912","ORD_045236","Billing","Low","Resolved","2023-04-03T01:00:45","2023-04-03T21:00:45","I see an unauthorised charge on my account from 11 days ago that doesn't correspond to any order I placed. This is quite urgent as I need it for a gift."
"TKT_005135","CUST_00419","ORD_033635","Delivery Issue","Medium","Resolved","2024-01-04T10:07:27","2024-01-04T13:07:27","I urgently need order ORD_033635 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I am happy to provide any additional details you need."
"TKT_005136","CUST_01954","ORD_003234","Technical Support","Medium","Resolved","2024-12-10T19:47:20","2024-12-12T12:47:20","My loyalty account shows zero points but I have several completed orders. The points seem to have disappeared. I would appreciate a prompt response."
"TKT_005137","CUST_04807","ORD_019143","Product Quality","Low","Resolved","2023-09-09T05:49:18","2023-09-10T17:49:18","The product in order ORD_019143 is clearly a different model from what was advertised. The specifications are different."
"TKT_005138","CUST_01005","ORD_031385","Product Quality","Low","Closed","2024-03-22T15:43:54","2024-03-25T07:43:54","The item I received for order ORD_031385 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. Please resolve this as soon as possible."
"TKT_005139","CUST_03574","ORD_013674","Billing","Low","Open","2023-08-09T05:15:56","","I have a promotional discount code that wasn't applied to my order ORD_013674. Please apply the discount retroactively."
"TKT_005140","CUST_03797","ORD_032179","Billing","High","In Progress","2023-06-26T03:30:18","","I have a promotional discount code that wasn't applied to my order ORD_032179. Please apply the discount retroactively. I am happy to provide any additional details you need."
"TKT_005141","CUST_04327","ORD_013786","Returns & Refunds","High","Resolved","2024-04-09T22:53:41","2024-04-10T08:53:41","I've been waiting 10 days for my refund for order ORD_013786. My bank says there's no pending transaction from you. I have all receipts and documentation ready to send."
"TKT_005142","CUST_00949","ORD_042860","Product Quality","Low","Resolved","2024-11-09T19:50:19","2024-11-10T15:50:19","I've noticed a strong chemical smell from the item in order ORD_042860 that doesn't go away even after airing it out for several days. This is quite urgent as I need it for a gift."
"TKT_005143","CUST_01807","ORD_016087","Technical Support","Medium","Resolved","2024-08-09T12:40:32","2024-08-11T06:40:32","The website won't let me complete checkout. Every time I click confirm I get an error message."
"TKT_005144","CUST_00977","ORD_014789","Product Quality","Low","Closed","2024-11-19T20:46:16","2024-11-24T07:46:16","The item in order ORD_014789 broke on first use. The quality control on this product seems very poor."
"TKT_005145","CUST_01387","ORD_021531","Returns & Refunds","High","Closed","2024-11-25T12:40:48","2024-11-29T07:40:48","My return for order ORD_021531 was received by you 11 days ago according to the tracking, but I haven't received my refund yet. Please resolve this as soon as possible."
"TKT_005146","CUST_03902","ORD_030641","Delivery Issue","High","Closed","2024-12-21T22:40:29","2024-12-24T08:40:29","I urgently need order ORD_030641 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I have been a loyal customer for years and this is very disappointing."
"TKT_005147","CUST_00176","ORD_040654","Delivery Issue","Medium","Resolved","2023-04-07T10:49:17","2023-04-08T16:49:17","I placed order ORD_040654 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005148","CUST_02064","ORD_032763","Delivery Issue","Critical","Resolved","2024-03-13T03:43:22","2024-03-13T18:43:22","I urgently need order ORD_032763 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? This is quite urgent as I need it for a gift."
"TKT_005149","CUST_01493","ORD_000298","Billing","High","In Progress","2024-08-20T14:50:55","","My loyalty points were not applied to order ORD_000298 despite being displayed in my cart at checkout. Please resolve this as soon as possible."
"TKT_005150","CUST_02911","ORD_042677","Delivery Issue","Low","Resolved","2022-12-02T22:15:18","2022-12-03T21:15:18","I placed order ORD_042677 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005151","CUST_03108","ORD_037022","Product Quality","Medium","Resolved","2022-09-24T21:04:08","2022-09-25T22:04:08","The product in order ORD_037022 is clearly a different model from what was advertised. The specifications are different. I have been a loyal customer for years and this is very disappointing."
"TKT_005152","CUST_00404","ORD_000163","Technical Support","High","Resolved","2024-01-05T14:35:35","2024-01-05T20:35:35","Your mobile app keeps crashing when I try to view my order history. I've reinstalled it twice and the problem persists. I would appreciate a prompt response."
"TKT_005153","CUST_03270","ORD_044373","Returns & Refunds","Medium","Resolved","2024-08-08T13:39:33","2024-08-10T05:39:33","The return portal isn't accepting my order number ORD_044373. I've tried multiple times. Please process this manually."
"TKT_005154","CUST_04098","ORD_007719","Delivery Issue","High","Closed","2024-09-22T05:56:25","2024-09-24T17:56:25","My delivery for ORD_007719 was left outside in the rain and the contents are damaged. I need a replacement or refund. I would appreciate a prompt response."
"TKT_005155","CUST_00973","ORD_040716","Returns & Refunds","Low","Resolved","2023-04-11T09:20:29","2023-04-12T10:20:29","The return portal isn't accepting my order number ORD_040716. I've tried multiple times. Please process this manually."
"TKT_005156","CUST_04324","ORD_013354","Returns & Refunds","Medium","Closed","2024-12-25T12:53:43","2024-12-28T09:53:43","My return for order ORD_013354 was received by you 3 days ago according to the tracking, but I haven't received my refund yet. I have been a loyal customer for years and this is very disappointing."
"TKT_005157","CUST_01934","ORD_002104","Billing","Medium","Resolved","2024-06-03T21:53:09","2024-06-04T09:53:09","I was charged for order ORD_002104 but the payment should have been declined as I cancelled the order before it was processed. I would appreciate a prompt response."
"TKT_005158","CUST_03750","ORD_023506","Delivery Issue","Low","Resolved","2024-07-25T07:08:23","2024-07-27T05:08:23","My order ORD_023506 was supposed to arrive 7 days ago but I still haven't received it. The tracking number shows it's stuck in transit. I have been a loyal customer for years and this is very disappointing."
"TKT_005159","CUST_04889","ORD_010549","Delivery Issue","Low","Resolved","2023-10-21T08:23:22","2023-10-21T23:23:22","The tracking for ORD_010549 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I would appreciate a prompt response."
"TKT_005160","CUST_03865","ORD_034230","Product Quality","Medium","Resolved","2024-12-14T10:15:36","2024-12-15T23:15:36","I've noticed a strong chemical smell from the item in order ORD_034230 that doesn't go away even after airing it out for several days. I have all receipts and documentation ready to send."
"TKT_005161","CUST_03412","ORD_044370","Returns & Refunds","Medium","Resolved","2023-01-20T15:31:07","2023-01-22T12:31:07","My return for order ORD_044370 was received by you 9 days ago according to the tracking, but I haven't received my refund yet. I have been a loyal customer for years and this is very disappointing."
"TKT_005162","CUST_04233","ORD_044496","Delivery Issue","Low","Resolved","2023-09-04T18:18:10","2023-09-05T19:18:10","I placed order ORD_044496 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? I have been a loyal customer for years and this is very disappointing."
"TKT_005163","CUST_04727","ORD_033450","Product Quality","Low","Resolved","2023-12-12T21:49:57","2023-12-14T03:49:57","The item in order ORD_033450 broke on first use. The quality control on this product seems very poor. I have all receipts and documentation ready to send."
"TKT_005164","CUST_04695","ORD_009975","Delivery Issue","Low","Resolved","2024-11-13T13:08:49","2024-11-15T06:08:49","The tracking for ORD_009975 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005165","CUST_02422","ORD_001480","Delivery Issue","Medium","Closed","2024-12-23T07:58:18","2024-12-28T00:58:18","My delivery for ORD_001480 was left outside in the rain and the contents are damaged. I need a replacement or refund. I would appreciate a prompt response."
"TKT_005166","CUST_04710","ORD_003979","Returns & Refunds","Medium","Resolved","2023-01-23T17:45:43","2023-01-25T15:45:43","I returned the item from ORD_003979 in perfect condition with original packaging but received a reduced refund without any explanation."
"TKT_005167","CUST_04374","ORD_014918","Billing","Medium","Closed","2024-10-30T21:07:21","2024-11-02T03:07:21","My loyalty points were not applied to order ORD_014918 despite being displayed in my cart at checkout. I have been a loyal customer for years and this is very disappointing."
"TKT_005168","CUST_01083","ORD_002915","Technical Support","Low","In Progress","2023-11-06T23:38:48","","The website won't let me complete checkout. Every time I click confirm I get an error message. Please resolve this as soon as possible."
"TKT_005169","CUST_04931","ORD_036789","Returns & Refunds","Low","Resolved","2024-11-08T05:57:37","2024-11-09T18:57:37","I'd like to return my purchase from order ORD_036789 as it doesn't fit. I've been trying to get a prepaid return label for 14 days but haven't heard back. I have been a loyal customer for years and this is very disappointing."
"TKT_005170","CUST_02960","ORD_041537","Returns & Refunds","Medium","Closed","2024-11-01T21:34:16","2024-11-05T14:34:16","I need to exchange the item in order ORD_041537 for a different size. The current one is too small. I have been a loyal customer for years and this is very disappointing."
"TKT_005171","CUST_01160","ORD_034813","Billing","Low","In Progress","2024-06-18T21:17:53","","The VAT receipt for order ORD_034813 shows the wrong amount. I need a corrected invoice for my business expense claim. I am happy to provide any additional details you need."
"TKT_005172","CUST_01387","ORD_021531","Delivery Issue","Medium","Resolved","2024-12-24T21:05:00","2024-12-26T07:05:00","I received a notification that ORD_021531 was out for delivery but it never arrived. This is the second time this has happened. I would appreciate a prompt response."
"TKT_005173","CUST_00729","ORD_016173","Billing","High","Closed","2023-06-05T10:17:00","2023-06-10T05:17:00","My loyalty points were not applied to order ORD_016173 despite being displayed in my cart at checkout. I would appreciate a prompt response."
"TKT_005174","CUST_04883","ORD_015580","Returns & Refunds","Low","Resolved","2022-09-19T18:53:50","2022-09-21T16:53:50","I was charged a return fee for order ORD_015580 but your website clearly states returns are free within 30 days. Please refund this charge. I have all receipts and documentation ready to send."
"TKT_005175","CUST_02104","ORD_046426","Product Quality","Low","Resolved","2024-10-31T09:15:10","2024-11-01T03:15:10","I purchased ORD_046426 and the product stopped working after just 10 days. This is completely unacceptable for the price I paid."
"TKT_005176","CUST_01858","ORD_020932","Delivery Issue","High","Resolved","2022-07-30T19:13:57","2022-08-01T16:13:57","My order ORD_020932 was supposed to arrive 11 days ago but I still haven't received it. The tracking number shows it's stuck in transit. This is quite urgent as I need it for a gift."
"TKT_005177","CUST_04162","ORD_007296","Billing","Medium","In Progress","2024-11-12T03:20:52","","I was not informed of the additional shipping charge applied to ORD_007296. The total was higher than shown at checkout. Please resolve this as soon as possible."
"TKT_005178","CUST_00954","ORD_027611","Product Quality","Medium","Resolved","2024-12-20T07:49:17","2024-12-21T16:49:17","My order ORD_027611 arrived with visible damage — it looks like it was dropped or mishandled during shipping. I have been a loyal customer for years and this is very disappointing."
"TKT_005179","CUST_01234","ORD_035326","Delivery Issue","Low","Resolved","2024-05-14T21:56:46","2024-05-16T18:56:46","My delivery for ORD_035326 was left outside in the rain and the contents are damaged. I need a replacement or refund. This is quite urgent as I need it for a gift."
"TKT_005180","CUST_03513","ORD_020517","Delivery Issue","High","Closed","2024-12-17T07:40:01","2024-12-20T01:40:01","My delivery for ORD_020517 was left outside in the rain and the contents are damaged. I need a replacement or refund. I have been a loyal customer for years and this is very disappointing."
"TKT_005181","CUST_00791","ORD_020191","Billing","Low","Closed","2024-04-19T23:55:50","2024-04-22T13:55:50","I was not informed of the additional shipping charge applied to ORD_020191. The total was higher than shown at checkout."
"TKT_005182","CUST_01543","ORD_021277","Product Quality","Medium","In Progress","2024-03-14T11:31:42","","I purchased ORD_021277 and the product stopped working after just 9 days. This is completely unacceptable for the price I paid. Please resolve this as soon as possible."
"TKT_005183","CUST_04789","ORD_011607","Product Quality","Low","Closed","2024-12-12T08:27:47","2024-12-16T23:27:47","Order ORD_011607 was missing several components that are listed as included. Can you send the missing parts or process a refund?"
"TKT_005184","CUST_04326","ORD_013788","Delivery Issue","Low","Resolved","2024-05-04T20:04:01","2024-05-05T13:04:01","The estimated delivery for ORD_013788 was 14 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_005185","CUST_03710","ORD_029449","Product Quality","Medium","Resolved","2023-11-08T10:13:31","2023-11-08T13:13:31","The product in order ORD_029449 is clearly a different model from what was advertised. The specifications are different. I have been a loyal customer for years and this is very disappointing."
"TKT_005186","CUST_00087","ORD_002651","Returns & Refunds","Low","Closed","2024-12-29T05:50:12","2025-01-01T08:50:12","I was charged a return fee for order ORD_002651 but your website clearly states returns are free within 30 days. Please refund this charge."
"TKT_005187","CUST_03892","ORD_041724","Billing","Critical","Resolved","2024-08-22T01:38:04","2024-08-23T00:38:04","The VAT receipt for order ORD_041724 shows the wrong amount. I need a corrected invoice for my business expense claim. I have all receipts and documentation ready to send."
"TKT_005188","CUST_00238","ORD_029189","Delivery Issue","Medium","Closed","2024-10-31T23:18:44","2024-11-02T07:18:44","The tracking for ORD_029189 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left."
"TKT_005189","CUST_01335","ORD_014441","Billing","Low","Closed","2024-11-19T12:46:43","2024-11-20T18:46:43","I have a promotional discount code that wasn't applied to my order ORD_014441. Please apply the discount retroactively."
"TKT_005190","CUST_03512","ORD_009688","Product Quality","Low","In Progress","2023-08-16T12:47:22","","I've noticed a strong chemical smell from the item in order ORD_009688 that doesn't go away even after airing it out for several days."
"TKT_005191","CUST_04705","ORD_043734","Returns & Refunds","Medium","Resolved","2024-10-31T23:36:26","2024-11-02T15:36:26","My return for order ORD_043734 was received by you 14 days ago according to the tracking, but I haven't received my refund yet."
"TKT_005192","CUST_00903","ORD_005951","Returns & Refunds","Low","Resolved","2024-05-02T08:29:59","2024-05-04T08:29:59","I changed my mind about order ORD_005951 and would like to return it within the 30-day window. Please advise on the return procedure."
"TKT_005193","CUST_02725","ORD_006697","Technical Support","Medium","Resolved","2024-12-29T14:23:43","2024-12-29T17:23:43","I'm not receiving any order confirmation emails despite my email address being correct in my account settings."
"TKT_005194","CUST_01009","ORD_033025","Product Quality","Medium","In Progress","2024-06-12T23:28:04","","The item I received for order ORD_033025 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. Please resolve this as soon as possible."
"TKT_005195","CUST_01533","ORD_046271","Product Quality","High","Closed","2024-08-08T07:39:25","2024-08-12T20:39:25","The product in order ORD_046271 is clearly a different model from what was advertised. The specifications are different."
"TKT_005196","CUST_02919","ORD_033951","Returns & Refunds","High","Resolved","2024-02-05T09:42:28","2024-02-05T16:42:28","I need to exchange the item in order ORD_033951 for a different size. The current one is too small. This is quite urgent as I need it for a gift."
"TKT_005197","CUST_02135","ORD_022075","Product Quality","Low","Open","2024-12-18T04:07:13","","My order ORD_022075 arrived with visible damage — it looks like it was dropped or mishandled during shipping. This is quite urgent as I need it for a gift."
"TKT_005198","CUST_02074","ORD_000002","Returns & Refunds","High","Resolved","2024-11-21T02:48:26","2024-11-23T01:48:26","My return for order ORD_000002 was received by you 4 days ago according to the tracking, but I haven't received my refund yet. I would appreciate a prompt response."
"TKT_005199","CUST_04273","ORD_038693","Delivery Issue","High","Resolved","2022-05-02T04:40:38","2022-05-03T15:40:38","My order ORD_038693 was supposed to arrive 6 days ago but I still haven't received it. The tracking number shows it's stuck in transit."
"TKT_005200","CUST_01976","ORD_045120","Returns & Refunds","Medium","Resolved","2024-04-14T03:36:28","2024-04-15T01:36:28","I need to exchange the item in order ORD_045120 for a different size. The current one is too small."
"TKT_005201","CUST_02204","ORD_018178","Delivery Issue","Low","Resolved","2024-08-19T00:18:30","2024-08-20T00:18:30","I placed order ORD_018178 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005202","CUST_00243","ORD_041375","Billing","High","Open","2024-06-27T16:10:48","","I see an unauthorised charge on my account from 3 days ago that doesn't correspond to any order I placed. Please resolve this as soon as possible."
"TKT_005203","CUST_03933","ORD_036290","Delivery Issue","High","Resolved","2023-06-16T14:54:56","2023-06-17T00:54:56","My order ORD_036290 was supposed to arrive 14 days ago but I still haven't received it. The tracking number shows it's stuck in transit. This is quite urgent as I need it for a gift."
"TKT_005204","CUST_02562","ORD_002074","Returns & Refunds","Low","Closed","2024-07-15T17:19:17","2024-07-18T15:19:17","I need to exchange the item in order ORD_002074 for a different size. The current one is too small. I am happy to provide any additional details you need."
"TKT_005205","CUST_04526","ORD_048194","Billing","Low","Resolved","2022-11-21T07:44:31","2022-11-23T05:44:31","Please update my payment method on file — my card ending in XXXX has expired. Please resolve this as soon as possible."
"TKT_005206","CUST_01029","ORD_014996","Delivery Issue","Low","Resolved","2024-04-27T09:52:25","2024-04-29T01:52:25","The estimated delivery for ORD_014996 was 6 days ago. I've contacted the courier but they keep redirecting me to you. Please resolve this as soon as possible."
"TKT_005207","CUST_03821","ORD_049208","Technical Support","Medium","Resolved","2023-04-30T00:05:46","2023-04-30T17:05:46","I'm unable to track my order ORD_049208 — the tracking page just shows a spinning loader."
"TKT_005208","CUST_00871","ORD_011520","Delivery Issue","Low","Closed","2024-09-06T19:33:41","2024-09-10T11:33:41","Order ORD_011520 shows a delivery attempt was made but no card was left and I was home. Please reschedule the delivery or issue a refund. Please resolve this as soon as possible."
"TKT_005209","CUST_04989","ORD_018731","Returns & Refunds","High","Resolved","2024-01-15T09:14:22","2024-01-16T21:14:22","I was charged a return fee for order ORD_018731 but your website clearly states returns are free within 30 days. Please refund this charge. I would appreciate a prompt response."
"TKT_005210","CUST_00220","ORD_043941","Billing","Low","Resolved","2024-08-23T00:15:21","2024-08-23T06:15:21","Please update my payment method on file — my card ending in XXXX has expired."
"TKT_005211","CUST_00185","ORD_040517","Delivery Issue","Low","Closed","2024-08-23T22:14:03","2024-08-25T10:14:03","I placed order ORD_040517 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005212","CUST_00046","ORD_000199","Technical Support","Low","Resolved","2024-09-19T07:25:10","2024-09-21T01:25:10","The website won't let me complete checkout. Every time I click confirm I get an error message. I have been a loyal customer for years and this is very disappointing."
"TKT_005213","CUST_03142","ORD_046594","Product Quality","Low","Resolved","2024-01-26T10:43:22","2024-01-27T01:43:22","The item I received for order ORD_046594 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. I am happy to provide any additional details you need."
"TKT_005214","CUST_01397","ORD_006667","Returns & Refunds","Low","Resolved","2024-07-02T23:14:23","2024-07-04T02:14:23","I've been waiting 5 days for my refund for order ORD_006667. My bank says there's no pending transaction from you."
"TKT_005215","CUST_02723","ORD_030257","Billing","Low","Resolved","2023-11-14T14:04:40","2023-11-15T08:04:40","My loyalty points were not applied to order ORD_030257 despite being displayed in my cart at checkout. I have all receipts and documentation ready to send."
"TKT_005216","CUST_02437","ORD_046747","Product Quality","Medium","Closed","2024-12-16T11:30:07","2024-12-20T02:30:07","The item I received for order ORD_046747 doesn't match the description on the website. The colour is different and the build quality is much worse than expected. Please resolve this as soon as possible."
"TKT_005217","CUST_02378","ORD_003870","Returns & Refunds","High","Closed","2023-11-14T13:48:39","2023-11-18T02:48:39","I need to exchange the item in order ORD_003870 for a different size. The current one is too small. I am happy to provide any additional details you need."
"TKT_005218","CUST_04897","ORD_029196","Delivery Issue","Low","Closed","2024-03-30T12:41:15","2024-04-02T11:41:15","I received a notification that ORD_029196 was out for delivery but it never arrived. This is the second time this has happened. I am happy to provide any additional details you need."
"TKT_005219","CUST_03582","ORD_020019","Delivery Issue","High","Closed","2024-11-09T18:16:32","2024-11-11T03:16:32","I placed order ORD_020019 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_005220","CUST_01072","ORD_034351","Technical Support","High","Resolved","2022-12-13T16:55:11","2022-12-14T16:55:11","The website won't let me complete checkout. Every time I click confirm I get an error message."
"TKT_005221","CUST_04218","ORD_041312","Delivery Issue","Low","Closed","2024-07-31T07:51:41","2024-08-02T13:51:41","The tracking for ORD_041312 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I am happy to provide any additional details you need."
"TKT_005222","CUST_02652","ORD_015730","Technical Support","Low","Resolved","2024-02-29T15:06:27","2024-03-02T13:06:27","I've been trying to cancel order ORD_015730 through the app but the cancel button is greyed out. Please cancel it manually."
"TKT_005223","CUST_00158","ORD_030102","Delivery Issue","High","Resolved","2024-12-21T19:47:41","2024-12-23T16:47:41","My order ORD_030102 was supposed to arrive 12 days ago but I still haven't received it. The tracking number shows it's stuck in transit."
"TKT_005224","CUST_00777","ORD_025349","Product Quality","Medium","Resolved","2024-03-23T08:15:20","2024-03-24T23:15:20","The product in order ORD_025349 is clearly a different model from what was advertised. The specifications are different."
"TKT_005225","CUST_04869","ORD_010007","Delivery Issue","Medium","Closed","2024-01-13T10:55:14","2024-01-16T00:55:14","My delivery for ORD_010007 was left outside in the rain and the contents are damaged. I need a replacement or refund."
"TKT_005226","CUST_02602","ORD_037292","Returns & Refunds","Low","In Progress","2024-08-12T03:25:41","","I need to exchange the item in order ORD_037292 for a different size. The current one is too small. I have all receipts and documentation ready to send."
"TKT_005227","CUST_00361","ORD_041356","Billing","Low","Closed","2024-07-27T08:16:16","2024-07-30T14:16:16","I was charged for order ORD_041356 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_005228","CUST_00132","ORD_029573","Returns & Refunds","Low","Resolved","2024-09-07T17:29:16","2024-09-09T17:29:16","I've been waiting 5 days for my refund for order ORD_029573. My bank says there's no pending transaction from you. I have been a loyal customer for years and this is very disappointing."
"TKT_005229","CUST_00673","ORD_024069","Billing","Low","Resolved","2023-04-11T08:27:35","2023-04-12T02:27:35","Please update my payment method on file — my card ending in XXXX has expired. Please resolve this as soon as possible."
"TKT_005230","CUST_03841","ORD_039116","Delivery Issue","Low","Resolved","2024-01-07T03:44:46","2024-01-07T10:44:46","I received a notification that ORD_039116 was out for delivery but it never arrived. This is the second time this has happened. Please resolve this as soon as possible."
"TKT_005231","CUST_00205","ORD_005727","Delivery Issue","High","Closed","2023-12-07T07:10:57","2023-12-08T17:10:57","The tracking for ORD_005727 shows delivered but I was home all day and nothing arrived. My neighbour also confirms no package was left. I have all receipts and documentation ready to send."
"TKT_005232","CUST_02198","ORD_049774","Product Quality","High","In Progress","2024-02-23T15:17:48","","I've noticed a strong chemical smell from the item in order ORD_049774 that doesn't go away even after airing it out for several days. I would appreciate a prompt response."
